Source File,ENTITY1,RELATIONSHIP_NAME,ENTITY2,FOREIGN_KEY,REFERENCED_KEY,CARDINALITY_RULE,RELATIONSHIP_LINK,CARDINALITY_RULE_DESCRIPTION,,,,,,
Logical_01010_Item Description Subtype.csv,BrandName,has available,Item,Item.BrandNameID,BrandName.BrandNameID,one-to-many,BrandName->has available->Item,BrandName->one-to-many->Item,,,,,,
Logical_01501_Item Unit of Measure Types.csv,BulkItem,isa,Item,BulkItem.ItemID,Item.ItemID,one-to-one (1 to 0..1),BulkItem->isa->Item,BulkItem->one-to-one (1 to 0..1)->Item,,,,,,
Logical_01010_Item Description Subtype.csv,BulkItem,is added to,Tare,Tare.ItemID,BulkItem.ItemID,one-to-many,BulkItem->is added to->Tare,BulkItem->one-to-many->Tare,,,,,,
Logical_06400_Store Equipment View.csv,BumpBarEquipmentStatisticsReading,is a,EquipmentStatisticsReading,BumpBarEquipmentStatisticsReading.EquipmentID,EquipmentStatisticsReading.EquipmentID,one-to-one,BumpBarEquipmentStatisticsReading->is a->EquipmentStatisticsReading,BumpBarEquipmentStatisticsReading->one-to-one->EquipmentStatisticsReading,,,,,,
Logical_07030 - Customer Segment Independent Characteristics.csv,BusinessActivityReference,validates,Organization,Organization.BusinessActivityCode,BusinessActivityReference.BusinessActivityCode,one-to-zero-or-many,BusinessActivityReference->validates->Organization,BusinessActivityReference->one-to-zero-or-many->Organization,,,,,,
Logical_07030 - Customer Segment Independent Characteristics.csv,BusinessActivityReference,validates,OrganizationSegment,OrganizationSegment.BusinessActivityCode,BusinessActivityReference.BusinessActivityCode,one-to-zero-or-many,BusinessActivityReference->validates->OrganizationSegment,BusinessActivityReference->one-to-zero-or-many->OrganizationSegment,,,,,,
Logical_02400_Control Transaction Macro View.csv,BusinessDay,is the end of,CalendarPeriod,BusinessDay.CalendarID,CalendarPeriod.CalendarID,many-to-one,BusinessDay->is the end of->CalendarPeriod,BusinessDay->many-to-one->CalendarPeriod,,,,,,
Logical_02305_Retail Transaction Header View.csv,BusinessDay,records,Transaction,Transaction.BusinessDayID,BusinessDay.BusinessDayDate,one-to-many,BusinessDay->records->Transaction,BusinessDay->one-to-many->Transaction,,,,,,
Logical_02440_Control Transaction Voids View.csv,BusinessDay,is created with,Transaction,Transaction.BusinessDayID,BusinessDay.BusinessDayDate,one-to-many,BusinessDay->is created with->Transaction,BusinessDay->one-to-many->Transaction,,,,,,
Logical_10400_Enterprise channels.csv,BusinessDomain,composed of / is composed of,BusinessDomainProcess,BusinessDomainProcess.BusinessDomainID,BusinessDomain.BusinessDomainID,one-to-many,BusinessDomain->composed of / is composed of->BusinessDomainProcess,BusinessDomain->one-to-many->BusinessDomainProcess,,,,,,
Logical_10400_Enterprise channels.csv,BusinessDomainProcess,composed of / is composed of,Process,BusinessDomainProcess.ProcessID,Process.ProcessID,one-to-many,BusinessDomainProcess->composed of / is composed of->Process,BusinessDomainProcess->one-to-many->Process,,,,,,
Logical_01020_Item Description Enterprise View.csv,BusinessUnit,is type of,AdministrationCenter,AdministrationCenter.AdministrationCenterID,BusinessUnit.BusinessUnitID,one-to-zero-or-one,BusinessUnit->is type of->AdministrationCenter,BusinessUnit->one-to-zero-or-one->AdministrationCenter,,,,,,
Logical_10110_Enterprise Location Retailer Organization View.csv,BusinessUnit,isa,AdministrationCenter,AdministrationCenter.AdministrationCenterID,BusinessUnit.BusinessUnitID,one-to-zero-or-one,BusinessUnit->isa->AdministrationCenter,BusinessUnit->one-to-zero-or-one->AdministrationCenter,,,,,,
Logical_11130_Worker Access Control View.csv,BusinessUnit,contains,BusinessUnit,unknown,unknown,many-to-many_through_junction,BusinessUnit->contains->BusinessUnit,BusinessUnit->many-to-many_through_junction->BusinessUnit,,,,,,
Logical_01020_Item Description Enterprise View.csv,BusinessUnit,is assigned to,BusinessUnitGroup,BusinessUnit.BusinessUnitGroupID,BusinessUnitGroup.BusinessUnitGroupID,many-to-zero-or-one,BusinessUnit->is assigned to->BusinessUnitGroup,BusinessUnit->many-to-zero-or-one->BusinessUnitGroup,,,,,,
Logical_02316_Distributed Order Management View.csv,BusinessUnit,is a,BusinessUnitGroup,BusinessUnit.BusinessUnitGroupID,BusinessUnitGroup.BusinessUnitGroupID,many-to-one,BusinessUnit->is a->BusinessUnitGroup,BusinessUnit->many-to-one->BusinessUnitGroup,,,,,,
Logical_05000_Taxation Macro View.csv,BusinessUnit,has,BusinessUnitGroup,BusinessUnit.BusinessUnitGroupID,BusinessUnitGroup.BusinessUnitGroupID,many-to-one,BusinessUnit->has->BusinessUnitGroup,BusinessUnit->many-to-one->BusinessUnitGroup,,,,,,
Logical_06100_Calender View.csv,BusinessUnit,is referenced by,BusinessUnitGroup,BusinessUnit.BusinessUnitGroupID,BusinessUnitGroup.BusinessUnitGroupID,many-to-one,BusinessUnit->is referenced by->BusinessUnitGroup,BusinessUnit->many-to-one->BusinessUnitGroup,,,,,,
Logical_06600_Language Support.csv,BusinessUnit,has,BusinessUnitGroup,BusinessUnit.BusinessUnitGroupID,BusinessUnitGroup.BusinessUnitGroupID,many-to-zero-or-one,BusinessUnit->has->BusinessUnitGroup,BusinessUnit->many-to-zero-or-one->BusinessUnitGroup,,,,,,
Logical_10102_Enterprise Weather View.csv,BusinessUnit,has,BusinessUnitGroup,BusinessUnit.BusinessUnitGroupID,BusinessUnitGroup.BusinessUnitGroupID,zero-or-many to one,BusinessUnit->has->BusinessUnitGroup,BusinessUnit->zero-or-many to one->BusinessUnitGroup,,,,,,
Logical_10108_Enterprise Physical Locations View.csv,BusinessUnit,has,BusinessUnitGroup,BusinessUnitGroup.BusinessUnitID,BusinessUnit.BusinessUnitID,one-to-many,BusinessUnit->has->BusinessUnitGroup,BusinessUnit->one-to-zero-or-more->BusinessUnitGroup,,,,,,
Logical_10115_Enterprise Business Unit Groups Hierarchy.csv,BusinessUnit,has,BusinessUnitGroup,BusinessUnit.BusinessUnitGroupID,BusinessUnitGroup.BusinessUnitGroupID,many-to-one,BusinessUnit->has->BusinessUnitGroup,BusinessUnit->many-to-one->BusinessUnitGroup,,,,,,
Logical_02110_Item Inventory Location View.csv,BusinessUnit,is located at,BusinessUnitSite,BusinessUnitSite.BusinessUnitID,BusinessUnit.BusinessUnitID,many-to-one,BusinessUnit->is located at->BusinessUnitSite,BusinessUnit->many-to-one->BusinessUnit,,,,,,
Logical_07017_Consumer-Customer Lifecycle Context view.csv,BusinessUnit,is located at,BusinessUnitSite,BusinessUnitSite.BusinessUnitID,BusinessUnit.BusinessUnitID,one-to-many,BusinessUnit->is located at->BusinessUnitSite,BusinessUnit->one-to-many->BusinessUnitSite,,,,,,
Logical_10100_Enterprise Locations Macro View.csv,BusinessUnit,is located at,BusinessUnitSite,BusinessUnitSite.BusinessUnitID,BusinessUnit.BusinessUnitID,one-to-many,BusinessUnit->is located at->BusinessUnitSite,BusinessUnit->one-to-many->BusinessUnitSite,,,,,,
Logical_10110_Enterprise Location Retailer Organization View.csv,BusinessUnit,Business Unit many to many association with Site,BusinessUnitSite,BusinessUnitSite.BusinessUnitID,BusinessUnit.BusinessUnitID,one-to-many,BusinessUnit->Business Unit many to many association with Site->BusinessUnitSite,BusinessUnit->one-to-many->BusinessUnitSite,,,,,,
Logical_10200_Enterprise Merchandise View.csv,BusinessUnit,carries,BusinessUnitSite,BusinessUnitSite.BusinessUnitID,BusinessUnit.BusinessUnitID,one-to-many,BusinessUnit->carries->BusinessUnitSite,BusinessUnit->one-to-many->BusinessUnitSite,,,,,,
Logical_10400_Enterprise channels.csv,BusinessUnit,records business via / is located at,BusinessUnitSite,BusinessUnitSite.BusinessUnitID,BusinessUnit.BusinessUnitID,one-to-many,BusinessUnit->records business via / is located at->BusinessUnitSite,BusinessUnit->one-to-many->BusinessUnitSite,,,,,,
Logical_07602_Customer Order Delivery.csv,BusinessUnit,type code,BusinessUnitTypeCode,BusinessUnit.BusinessUnitTypeCode,BusinessUnitTypeCode.BusinessUnitTypeCode,many-to-one,BusinessUnit->type code->BusinessUnitTypeCode,BusinessUnit->many-to-one->BusinessUnitTypeCode,,,,,,
Logical_06310_Party Role View.csv,BusinessUnit,local currency assigned to,Currency,BusinessUnit.ISOCurrencyCode,Currency.ISOCurrencyCode,many-to-one,BusinessUnit->local currency assigned to->Currency,BusinessUnit->many-to-one->Currency,,,,,,
Logical_01020_Item Description Enterprise View.csv,BusinessUnit,is type of,DistributionCenter,DistributionCenter.DistributionCenterID,BusinessUnit.BusinessUnitID,one-to-zero-or-one,BusinessUnit->is type of->DistributionCenter,BusinessUnit->one-to-zero-or-one->DistributionCenter,,,,,,
Logical_10110_Enterprise Location Retailer Organization View.csv,BusinessUnit,isa,DistributionCenter,DistributionCenter.DistributionCenterID,BusinessUnit.BusinessUnitID,one-to-zero-or-one,BusinessUnit->isa->DistributionCenter,BusinessUnit->one-to-zero-or-one->DistributionCenter,,,,,,
Logical_02120_Item Inventory Order View.csv,BusinessUnit,is source for,InventoryControlDocument,InventoryControlDocument.SourceBusinessUnitID,BusinessUnit.BusinessUnitID,one-to-many,BusinessUnit->is source for->InventoryControlDocument,BusinessUnit->one-to-many->InventoryControlDocument,,,,,,
Logical_02120_Item Inventory Order View.csv,BusinessUnit,is destination for,InventoryControlDocument,InventoryControlDocument.DestinationBusinessUnitID,BusinessUnit.BusinessUnitID,one-to-many,BusinessUnit->is destination for->InventoryControlDocument,BusinessUnit->one-to-many->InventoryControlDocument,,,,,,
Logical_02130_Item Inventory Receiving View.csv,BusinessUnit,is_source_/_destination_for,InventoryControlDocument,InventoryControlDocument.DestinationBusinessUnitID_BusinessUnitID,BusinessUnit.BusinessUnitID,one-to-many,BusinessUnit->is_source_/_destination_for->InventoryControlDocument,BusinessUnit->one-to-many->InventoryControlDocument,,,,,,
Logical_02130_Item Inventory Receiving View.csv,BusinessUnit,is_source_/_destination_for,InventoryControlDocument,InventoryControlDocument.SourceBusinessUnitID_BusinessUnitID,BusinessUnit.BusinessUnitID,one-to-many,BusinessUnit->is_source_/_destination_for->InventoryControlDocument,BusinessUnit->one-to-many->InventoryControlDocument,,,,,,
Logical_10104_Enterprise Currency View.csv,BusinessUnit,local currency assigned to,ISO4217-Currency,BusinessUnit.ISOCurrencyCode,ISO4217-Currency.ISOCurrencyCode,many-to-one,BusinessUnit->local currency assigned to->ISO4217-Currency,BusinessUnit->many-to-one->ISO4217-Currency,,,,,,
Logical_07602_Customer Order Delivery.csv,BusinessUnit,local currency assigned to,ISO4217-CurrencyType,BusinessUnit.ISOCurrencyCode,ISO4217-CurrencyType.ISOCurrencyCode,many-to-one,BusinessUnit->local currency assigned to->ISO4217-CurrencyType,BusinessUnit->many-to-one->ISO4217-CurrencyType,,,,,,
Logical_01020_Item Description Enterprise View.csv,BusinessUnit,has,ItemSellingPrices,unknown,unknown,zero-or-one-to-many,BusinessUnit->has->ItemSellingPrices,BusinessUnit->zero-or-one-to-many->ItemSellingPrices,,,,,,
Logical_07017_Consumer-Customer Lifecycle Context view.csv,BusinessUnit,contains,Location,Location.BusinessUnitID,BusinessUnit.BusinessUnitID,zero-or-more-to-many,BusinessUnit->contains->Location,BusinessUnit->zero-or-more-to-many->Location,,,,,,
Logical_11130_Worker Access Control View.csv,BusinessUnit,is assigned to,OperatorBusinessUnitAssignment,OperatorBusinessUnitAssignment.BusinessUnitID,BusinessUnit.BusinessUnitID,one-to-many,BusinessUnit->is assigned to->OperatorBusinessUnitAssignment,BusinessUnit->one-to-many->OperatorBusinessUnitAssignment,,,,,,
Logical_06600_Language Support.csv,BusinessUnit,is preferred by,Person,BusinessUnit.OperationalPartyID,Person.PersonPartyID,many-to-zero-or-one,BusinessUnit->is preferred by->Person,BusinessUnit->many-to-zero-or-one->Person,,,,,,
Logical_01020_Item Description Enterprise View.csv,BusinessUnit,is type of,RetailStore,RetailStore.RetailStoreID,BusinessUnit.BusinessUnitID,one-to-zero-or-one,BusinessUnit->is type of->RetailStore,BusinessUnit->one-to-zero-or-one->RetailStore,,,,,,
Logical_02130_Item Inventory Receiving View.csv,BusinessUnit,is_source_/_destination_for,RetailStore,RetailStore.BusinessUnitID,BusinessUnit.BusinessUnitID,one-to-zero-or-one,BusinessUnit->is_source_/_destination_for->RetailStore,BusinessUnit->one-to-zero-or-one->RetailStore,,,,,,
Logical_02305_Retail Transaction Header View.csv,BusinessUnit,contains,RetailStore,RetailStore.BusinessUnitID,BusinessUnit.BusinessUnitID,one-to-many,BusinessUnit->contains->RetailStore,BusinessUnit->one-to-many->RetailStore,,,,,,
Logical_07017_Consumer-Customer Lifecycle Context view.csv,BusinessUnit,contains,RetailStore,RetailStore.BusinessUnitID,BusinessUnit.BusinessUnitID,one-to-zero-or-one,BusinessUnit->contains->RetailStore,BusinessUnit->one-to-zero-or-one->RetailStore,,,,,,
Logical_10110_Enterprise Location Retailer Organization View.csv,BusinessUnit,isa,RetailStore,RetailStore.RetailStoreID,BusinessUnit.BusinessUnitID,one-to-zero-or-one,BusinessUnit->isa->RetailStore,BusinessUnit->one-to-zero-or-one->RetailStore,,,,,,
Logical_02305_Retail Transaction Header View.csv,BusinessUnit,contains,SellingLocation,SellingLocation.BusinessUnitID,BusinessUnit.BusinessUnitID,one-to-many,BusinessUnit->contains->SellingLocation,BusinessUnit->one-to-many->SellingLocation,,,,,,
Logical_11130_Worker Access Control View.csv,BusinessUnit,is assigned,SellingLocation,SellingLocation.BusinessUnitID,BusinessUnit.BusinessUnitID,one-to-many,BusinessUnit->is assigned->SellingLocation,BusinessUnit->one-to-many->SellingLocation,,,,,,
Logical_10102_Enterprise Weather View.csv,BusinessUnit,is located at,Site,unknown,unknown,many-to-many_through_BusinessUnitSite,BusinessUnit->is located at->Site,BusinessUnit->many-to-many_through_BusinessUnitSite->Site,,,,,,
Logical_02360_Food Service View.csv,BusinessUnit,records business via,Transaction,Transaction.BusinessUnitID,BusinessUnit.BusinessUnitID,one-to-many,BusinessUnit->records business via->Transaction,BusinessUnit->one-to-many->Transaction,,,,,,
Logical_02440_Control Transaction Voids View.csv,BusinessUnit,records business via,Transaction,Transaction.BusinessUnitID,BusinessUnit.BusinessUnitID,one-to-many,BusinessUnit->records business via->Transaction,BusinessUnit->one-to-many->Transaction,,,,,,
Logical_11140_Worker Retail Transaction View.csv,BusinessUnit,records business via,Transaction,Transaction.BusinessUnitID,BusinessUnit.BusinessUnitID,one-to-many,BusinessUnit->records business via->Transaction,BusinessUnit->one-to-many->Transaction,,,,,,
Logical_02120_Item Inventory Order View.csv,BusinessUnit,local currency assigned to,TypeCode,BusinessUnit.Local,TypeCode.TypeCode,many-to-one,BusinessUnit->local currency assigned to->TypeCode,BusinessUnit->many-to-one->TypeCode,,,,,,
Logical_02120_Item Inventory Order View.csv,BusinessUnit,business unit group,TypeCode,BusinessUnit.BusinessUnitGroupID,TypeCode.TypeCode,many-to-one,BusinessUnit->business unit group->TypeCode,BusinessUnit->many-to-one->TypeCode,,,,,,
Logical_02120_Item Inventory Order View.csv,BusinessUnit,operational party,TypeCode,BusinessUnit.OperationalPartyID,TypeCode.TypeCode,many-to-one,BusinessUnit->operational party->TypeCode,BusinessUnit->many-to-one->TypeCode,,,,,,
Logical_02200_Transaction Macro View.csv,BusinessUnit,is a,TypeCode,BusinessUnit.TypeCode,TypeCode.TypeCode,many-to-one,BusinessUnit->is a->TypeCode,BusinessUnit->many-to-one->TypeCode,,,,,,
Logical_02340_Retail Transaction Shipping View.csv,BusinessUnit,TypeCode,TypeCode,BusinessUnit.Local,TypeCode.TypeCode,many-to-one,BusinessUnit->TypeCode->TypeCode,BusinessUnit->many-to-one->TypeCode,,,,,,
Logical_03200_Reporting Item Sales View.csv,BusinessUnit,links to,TypeCode,BusinessUnit.TypeCode,TypeCode.TypeCode,many-to-one,BusinessUnit->links to->TypeCode,BusinessUnit->many-to-one->TypeCode,,,,,,
Logical_06210_Access control rules.csv,BusinessUnit,is assigned,TypeCode,BusinessUnit.TypeCode,TypeCode.TypeCodeID,many-to-one,BusinessUnit->is assigned->TypeCode,BusinessUnit->many-to-one->TypeCode,,,,,,
Logical_10110_Enterprise Location Retailer Organization View.csv,BusinessUnit,is based on,TypeCode,BusinessUnit.TypeCode,TypeCode.TypeCode,many-to-one,BusinessUnit->is based on->TypeCode,BusinessUnit->many-to-one->TypeCode,,,,,,
Logical_11130_Worker Access Control View.csv,BusinessUnit,defines location for,WorkLocation,WorkLocation.BusinessUnitID,BusinessUnit.BusinessUnitID,one-to-many,BusinessUnit->defines location for->WorkLocation,BusinessUnit->one-to-many->WorkLocation,,,,,,
Logical_02316_Distributed Order Management View.csv,BusinessUnitElite,is a,BusinessUnit,BusinessUnitElite.BusinessUnitID,BusinessUnit.BusinessUnitID,one-to-one,BusinessUnitElite->is a->BusinessUnit,BusinessUnitElite->one-to-one->BusinessUnit,,,,,,
Logical_01020_Item Description Enterprise View.csv,BusinessUnitGroup,defines parent,AssociatedBusinessUnitGroup,AssociatedBusinessUnitGroup.ParentBusinessUnitGroupID,BusinessUnitGroup.BusinessUnitGroupID,zero-or-one-to-many,BusinessUnitGroup->defines parent->AssociatedBusinessUnitGroup,BusinessUnitGroup->zero-or-one-to-many->AssociatedBusinessUnitGroup,,,,,,
Logical_01020_Item Description Enterprise View.csv,BusinessUnitGroup,defines child,AssociatedBusinessUnitGroup,AssociatedBusinessUnitGroup.ChildBusinessUnitGroupID,BusinessUnitGroup.BusinessUnitGroupID,zero-or-one-to-many,BusinessUnitGroup->defines child->AssociatedBusinessUnitGroup,BusinessUnitGroup->zero-or-one-to-many->AssociatedBusinessUnitGroup,,,,,,
